Source_mac,Destination_mac,source_IP,Destination_IP,Protocol,FirstDate,LastDate,FirstStamp,LastStamp,FirstOridinalStamp,LastOridinalStamp,SenPacketsCount,SenBytesSum,SenBytesAvg,SenPayloadSum,SenPayloadAvg,SenLoad,SenTtlAvg,SenAckRate,SenFinRate,SenPshRate,SenSynRate,SenUrgRate,SenRstRate,SenTcpWindowAvg,SenFragmentRate,RecPacketsCount,RecBytesSum,RecBytesAvg,RecPayloadSum,RecPayloadAvg,RecLoad,RecTtlAvg,RecAckRate,RecFinRate,RecPshRate,RecSynRate,RecUrgRate,RecRstRate,RecTcpWindowAvg,RecFragmentRate,Sen_AckDelay,Rec_AckDelay,class
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:17.802020,2022-06-14 22:44:18.259262,28.798266,29.255508,1655239457.80202,1655239458.259262,20,1187,59.35,147,7.35,20767.95,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,16323.924,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023674,0.029137,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:18.014454,2022-06-14 22:44:18.514398,29.0107,29.510644,1655239458.014454,1655239458.514398,11,715,65.0,143,13.0,11441.254,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1172,58.6,132,6.6,18754.055,64.0,1.0,0.0,0.55,0.0,0.0,0.0,502.0,0.0,0.00089,0.02816,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:18.400896,2022-06-14 22:44:18.810714,29.397142,29.80696,1655239458.400896,1655239458.810714,21,1239,59.0,147,7.0,24186.291,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18212.921,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.01965,0.02914,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:18.514769,2022-06-14 22:44:19.014360,29.511015,30.010606,1655239458.514769,1655239459.01436,5,325,65.0,65,13.0,5204.248,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,11,644,58.545,72,6.545,10312.418,64.0,1.0,0.0,0.545,0.0,0.0,0.0,502.0,0.0,0.000298,0.049833,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:18.028668,2022-06-14 22:44:18.526601,29.024914,29.522847,1655239458.028668,1655239458.526601,10,650,65.0,130,13.0,10443.148,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,18,1056,58.667,120,6.667,16966.099,64.0,1.0,0.0,0.556,0.0,0.0,0.0,502.0,0.0,0.000995,0.031564,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:19.014836,2022-06-14 22:44:19.066867,30.011082,30.063113,1655239459.014836,1655239459.066867,8,520,65.0,104,13.0,79950.738,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,15,864,57.6,84,5.6,132841.226,64.0,1.0,0.0,0.467,0.0,0.0,0.0,502.0,0.0,0.000482,0.003289,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:19.031455,2022-06-14 22:44:19.530872,30.027701,30.527118,1655239459.031455,1655239459.530872,5,325,65.0,65,13.0,5206.059,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,11,644,58.545,72,6.545,10316.006,64.0,1.0,0.0,0.545,0.0,0.0,0.0,502.0,0.0,0.001377,0.049302,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:19.003654,2022-06-14 22:44:19.459291,29.9999,30.455537,1655239459.003654,1655239459.459291,20,1187,59.35,147,7.35,20841.107,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,16381.426,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.024026,0.029821,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:19.517134,2022-06-14 22:44:20.017106,30.51338,31.013352,1655239459.517134,1655239460.017106,10,650,65.0,130,13.0,10400.559,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,21,1224,58.286,132,6.286,19585.053,64.0,1.0,0.0,0.524,0.0,0.0,0.0,502.0,0.0,0.00077,0.024692,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:19.531545,2022-06-14 22:44:20.031110,30.527791,31.027356,1655239459.531545,1655239460.03111,9,585,65.0,117,13.0,9368.129,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,928,58.0,96,6.0,14860.896,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000461,0.033661,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:19.601467,2022-06-14 22:44:20.025972,30.597713,31.022218,1655239459.601467,1655239460.025972,21,1239,59.0,147,7.0,23349.494,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,17582.791,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.021434,0.02912,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:20.201417,2022-06-14 22:44:20.606151,31.197663,31.602397,1655239460.201417,1655239460.606151,21,1239,59.0,147,7.0,24490.09,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18441.69,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.019847,0.029183,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:20.020959,2022-06-14 22:44:20.519155,31.017205,31.515401,1655239460.020959,1655239460.519155,14,910,65.0,182,13.0,14612.69,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,23,1352,58.783,156,6.783,21710.282,64.0,1.0,0.0,0.565,0.0,0.0,0.0,502.0,0.0,0.000512,0.023135,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:20.031622,2022-06-14 22:44:20.522280,31.027868,31.518526,1655239460.031622,1655239460.52228,6,390,65.0,78,13.0,6358.794,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,12,696,58.0,72,6.0,11348.002,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000251,0.044484,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:20.801103,2022-06-14 22:44:21.206021,31.797349,32.202267,1655239460.801103,1655239461.206021,20,1187,59.35,147,7.35,23451.606,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,18433.318,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023779,0.028759,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:21.007617,2022-06-14 22:44:21.071654,32.003863,32.0679,1655239461.007617,1655239461.071654,8,520,65.0,104,13.0,64961.343,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,14,824,58.857,96,6.857,102938.744,64.0,1.0,0.0,0.571,0.0,0.0,0.0,502.0,0.0,0.001149,0.004257,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:21.031060,2022-06-14 22:44:21.525238,32.027306,32.521484,1655239461.03106,1655239461.525238,10,650,65.0,130,13.0,10522.502,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,18,1056,58.667,120,6.667,17095.018,64.0,1.0,0.0,0.556,0.0,0.0,0.0,502.0,0.0,0.000719,0.028692,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:21.401427,2022-06-14 22:44:21.809060,32.397673,32.805306,1655239461.401427,1655239461.80906,20,1187,59.35,147,7.35,23295.403,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,18310.54,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023396,0.02936,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:21.510206,2022-06-14 22:44:21.519472,32.506452,32.515718,1655239461.510206,1655239461.519472,8,520,65.0,104,13.0,448909.576,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,928,58.0,96,6.0,801130.936,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.00051,0.000374,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:21.567694,2022-06-14 22:44:22.042904,32.56394,33.03915,1655239461.567694,1655239462.042904,5,325,65.0,65,13.0,5471.254,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,11,632,57.455,60,5.455,10639.485,64.0,1.0,0.0,0.455,0.0,0.0,0.0,502.0,0.0,0.000567,0.000339,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:22.026205,2022-06-14 22:44:22.519430,33.022451,33.515676,1655239462.026205,1655239462.51943,16,1040,65.0,208,13.0,16868.54,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,25,1492,59.68,192,7.68,24199.867,64.0,1.0,0.0,0.64,0.0,0.0,0.0,502.0,0.0,0.000666,0.020163,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:22.001691,2022-06-14 22:44:22.409065,32.997937,33.405311,1655239462.001691,1655239462.409065,21,1239,59.0,147,7.0,24331.396,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18322.189,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020165,0.028924,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:22.519860,2022-06-14 22:44:22.526830,33.516106,33.523076,1655239462.51986,1655239462.52683,5,325,65.0,65,13.0,372977.561,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,10,580,58.0,60,6.0,665621.494,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000537,0.000535,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:22.602236,2022-06-14 22:44:23.013782,33.598482,34.010028,1655239462.602236,1655239463.013782,21,1239,59.0,147,7.0,24084.734,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18136.446,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.022029,0.028647,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:22.567871,2022-06-14 22:44:23.031413,33.564117,34.027659,1655239462.567871,1655239463.031413,8,520,65.0,104,13.0,8974.357,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,17,980,57.647,96,5.647,16913.21,64.0,1.0,0.0,0.471,0.0,0.0,0.0,502.0,0.0,0.000439,0.000599,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:23.032128,2022-06-14 22:44:23.527654,34.028374,34.5239,1655239463.032128,1655239463.527654,10,650,65.0,130,13.0,10493.882,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,17,1004,59.059,120,7.059,16209.011,64.0,1.0,0.0,0.588,0.0,0.0,0.0,502.0,0.0,0.000533,0.030662,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:23.201728,2022-06-14 22:44:23.615080,34.197974,34.611326,1655239463.201728,1655239463.61508,21,1239,59.0,147,7.0,23979.503,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18057.205,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.02053,0.028777,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:23.511497,2022-06-14 22:44:23.563006,34.507743,34.559252,1655239463.511497,1655239463.563006,8,520,65.0,104,13.0,80761.169,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,13,772,59.385,96,7.385,119899.273,64.0,1.0,0.0,0.615,0.0,0.0,0.0,502.0,0.0,0.000642,0.003884,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:23.801767,2022-06-14 22:44:24.221485,34.798013,35.217731,1655239463.801767,1655239464.221485,21,1239,59.0,147,7.0,23615.812,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,17783.335,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.02288,0.029357,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:23.570914,2022-06-14 22:44:24.044369,34.56716,35.040615,1655239463.570914,1655239464.044369,5,325,65.0,65,13.0,5491.535,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,11,632,57.455,60,5.455,10678.924,64.0,1.0,0.0,0.455,0.0,0.0,0.0,502.0,0.0,0.000838,0.000266,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:24.400987,2022-06-14 22:44:24.803190,35.397233,35.799436,1655239464.400987,1655239464.80319,21,1239,59.0,147,7.0,24644.205,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18557.743,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020134,0.02878,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:24.022761,2022-06-14 22:44:24.522604,35.019007,35.51885,1655239464.022761,1655239464.522604,16,1040,65.0,208,13.0,16645.197,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,32,1856,58.0,192,6.0,29705.275,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000573,0.017208,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:25.003273,2022-06-14 22:44:25.004705,35.999519,36.000951,1655239465.003273,1655239465.004705,8,520,65.0,104,13.0,2903118.228,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,16,928,58.0,96,6.0,5180949.454,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,7.8e-05,6.1e-05,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:24.523339,2022-06-14 22:44:25.011700,35.519585,36.007946,1655239464.523339,1655239465.0117,10,650,65.0,130,13.0,10647.842,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,19002.302,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000602,0.025402,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:25.001435,2022-06-14 22:44:25.418598,35.997681,36.414844,1655239465.001435,1655239465.418598,20,1187,59.35,147,7.35,22763.236,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,17892.248,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.024126,0.028829,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:25.513967,2022-06-14 22:44:26.012878,36.510213,37.009124,1655239465.513967,1655239466.012878,9,585,65.0,117,13.0,9380.414,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,13,784,60.308,108,8.308,12571.358,64.0,1.0,0.0,0.692,0.0,0.0,0.0,502.0,0.0,0.001095,0.044266,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:25.525763,2022-06-14 22:44:26.025686,36.522009,37.021932,1655239465.525763,1655239466.025686,8,520,65.0,104,13.0,8321.265,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,14,824,58.857,96,6.857,13186.005,64.0,1.0,0.0,0.571,0.0,0.0,0.0,502.0,0.0,0.00055,0.041382,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:25.601134,2022-06-14 22:44:26.024666,36.59738,37.020912,1655239465.601134,1655239466.024666,21,1239,59.0,147,7.0,23403.135,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,17623.184,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023222,0.029153,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:26.015167,2022-06-14 22:44:26.512977,37.011413,37.509223,1655239466.015167,1655239466.512977,15,975,65.0,195,13.0,15668.601,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,27,1584,58.667,180,6.667,25455.45,64.0,1.0,0.0,0.556,0.0,0.0,0.0,502.0,0.0,0.000449,0.018908,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:26.200595,2022-06-14 22:44:26.613766,37.196841,37.610012,1655239466.200595,1655239466.613766,21,1239,59.0,147,7.0,23990.006,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18065.113,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020692,0.029141,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:26.025843,2022-06-14 22:44:26.517059,37.022089,37.513305,1655239466.025843,1655239466.517059,7,455,65.0,91,13.0,7410.164,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,14,812,58.0,84,6.0,13224.293,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000291,0.03765,Normal
02:42:c0:a8:00:17,ff:ff:ff:ff:ff:ff,,,ARP,2022-06-14 22:44:11.248406,2022-06-14 22:44:11.248406,22.244652,22.244652,1655239451.248406,1655239451.248406,1,42,42.0,38,38.0,336000000.0,,,,,,,,,,0,0,,0,,0.0,,,,,,,,,,,,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:26.800761,2022-06-14 22:44:27.203142,37.797007,38.199388,1655239466.800761,1655239467.203142,20,1187,59.35,147,7.35,23599.469,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,18549.54,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023281,0.028971,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:26.555657,2022-06-14 22:44:27.039669,37.551903,38.035915,1655239466.555657,1655239467.039669,8,520,65.0,104,13.0,8594.808,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,17,980,57.647,96,5.647,16197.908,64.0,1.0,0.0,0.471,0.0,0.0,0.0,502.0,0.0,0.001219,0.0002,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:27.402694,2022-06-14 22:44:27.805173,38.39894,38.801419,1655239467.402694,1655239467.805173,21,1239,59.0,147,7.0,24627.315,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,18545.024,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.022626,0.028801,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:27.508527,2022-06-14 22:44:28.006964,38.504773,39.00321,1655239467.508527,1655239468.006964,10,650,65.0,130,13.0,10432.593,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,18618.166,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000194,0.026143,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:27.039814,2022-06-14 22:44:27.512698,38.03606,38.508944,1655239467.039814,1655239467.512698,10,650,65.0,130,13.0,10996.332,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,19624.224,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000117,0.024835,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:28.010034,2022-06-14 22:44:28.509593,39.00628,39.505839,1655239468.010034,1655239468.509593,6,390,65.0,78,13.0,6245.497,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,8,500,62.5,84,10.5,8007.047,64.0,1.0,0.0,0.875,0.0,0.0,0.0,502.0,0.0,0.00013,0.077493,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:28.011752,2022-06-14 22:44:28.013275,39.007998,39.009521,1655239468.011752,1655239468.013275,5,325,65.0,65,13.0,1706016.726,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,10,580,58.0,60,6.0,3044583.696,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000164,9.9e-05,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:28.001434,2022-06-14 22:44:28.447762,38.99768,39.444008,1655239468.001434,1655239468.447762,20,1187,59.35,147,7.35,21275.789,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,16723.093,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.023521,0.028852,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:28.510155,2022-06-14 22:44:28.517760,39.506401,39.514006,1655239468.510155,1655239468.51776,8,520,65.0,104,13.0,546931.176,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,15,864,57.6,84,5.6,908747.184,64.0,1.0,0.0,0.467,0.0,0.0,0.0,502.0,0.0,0.00055,0.000281,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:28.518148,2022-06-14 22:44:28.521733,39.514394,39.517979,1655239468.518148,1655239468.521733,5,325,65.0,65,13.0,725021.576,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,10,580,58.0,60,6.0,1293884.659,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000365,0.000233,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:28.600978,2022-06-14 22:44:29.016806,39.597224,40.013052,1655239468.600978,1655239469.016806,21,1239,59.0,147,7.0,23836.722,64.0,1.0,0.0,0.571,0.0,0.0,0.0,503.0,0.0,15,933,62.2,153,10.2,17949.686,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.020511,0.029043,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:29.014248,2022-06-14 22:44:29.095393,40.010494,40.091639,1655239469.014248,1655239469.095393,8,520,65.0,104,13.0,51265.59,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,13,772,59.385,96,7.385,76109.683,64.0,1.0,0.0,0.615,0.0,0.0,0.0,502.0,0.0,0.002416,0.005209,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4:TCP,2022-06-14 22:44:29.200220,2022-06-14 22:44:29.655482,40.196466,40.651728,1655239469.20022,1655239469.655482,20,1187,59.35,147,7.35,20858.276,64.0,1.0,0.0,0.6,0.0,0.0,0.0,503.05,0.0,15,933,62.2,153,10.2,16394.921,64.0,1.0,0.0,0.8,0.0,0.0,0.0,506.2,0.0,0.024656,0.028977,Normal
02:42:c0:a8:00:29,ff:ff:ff:ff:ff:ff,,,ARP,2022-06-14 22:44:29.299903,2022-06-14 22:44:29.726236,40.296149,40.722482,1655239469.299903,1655239469.726236,140,5880,42.0,5320,38.0,110335.979,,,,,,,,,,0,0,,0,,0.0,,,,,,,,,,,,Normal
02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4:TCP,2022-06-14 22:44:29.515931,2022-06-14 22:44:30.012832,40.512177,41.009078,1655239469.515931,1655239470.012832,11,715,65.0,143,13.0,11511.323,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,23,1340,58.261,144,6.261,21573.669,64.0,1.0,0.0,0.522,0.0,0.0,0.0,502.0,0.0,0.000811,0.022216,Normal
02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4:TCP,2022-06-14 22:44:29.053123,2022-06-14 22:44:29.531677,40.049369,40.527923,1655239469.053123,1655239469.531677,10,650,65.0,130,13.0,10866.044,64.0,1.0,0.0,1.0,0.0,0.0,0.0,509.0,0.0,20,1160,58.0,120,6.0,19391.71,64.0,1.0,0.0,0.5,0.0,0.0,0.0,502.0,0.0,0.000614,0.024945,Normal
